company_id,year,return_on_equity_pct,return_on_capital_pct,debt_to_equity,interest_coverage,free_cash_flow_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,operating_profit_margin_pct
M&M,Mar 2024,18.537543435564285,11.535315751242587,1.6414413053331318,3.7646901709401708,-11245.0,5.838805854237616,15.316887061047968,16.175509914303852,17.89787025985418
MARUTI,Mar 2024,15.750385351954785,15.59092764270305,0.001389602503619973,117.90721649484536,4936.0,10.510215112642584,12.007182039300378,11.139222486886503,13.130031439890594
MOTHERSON,Mar 2024,11.546549416937488,11.962584369642121,0.7616899254444657,5.224737713970182,925.0,9.21195713294276,7.557399109099472,5.922384104881218,9.445547764763102
NESTLEIND,Mar 2024,117.75449101796407,143.14789687924016,0.10329341317365269,41.186206896551724,2938.0,14.548573711802671,14.852319512993839,15.43852585822143,23.829630236943512
ONGC,Mar 2024,16.940398136885513,15.108995188179117,0.45444863084819176,11.361290955463998,42060.0,7.001683761214439,10.96639922553624,10.197228772148016,17.388518015001793
PIDILITIND,Mar 2024,20.780302129178065,26.93139151211742,0.045438325205186154,54.333333333333336,955.0,11.836370175898114,13.48774998597666,13.564157249607756,21.868690947266415
PNB,Mar 2024,61.320565191187306,,3.684256345007701,,-29445.0,15.902076009106025,,,
POWERGRID,Mar 2024,17.870011245496066,12.689046909266978,1.4173456039290386,4.60298643565485,24176.0,5.510261937513361,9.189188268434778,9.096607850144967,86.87476823070044
SHREECEM,Mar 2016 9m,,,,27.36842105263158,,,,,25.516866158868336
SIEMENS,Sep 2024,17.698769290877124,17.7411102583781,0.018167610861496385,67.15,1168.0,11.193358902067896,19.85339817550189,19.643850003755613,13.956834532374101
SUNPHARMA,Mar 2024,15.094161810671148,15.627194096293751,0.051423814535002436,58.331932773109244,11372.0,10.78116321985565,24.536829642931245,29.45936165164078,26.84289749881436
TATAMOTORS,Mar 2024,37.45613415294755,16.79050889790821,1.2631244259167667,6.530242339274985,45133.0,7.7201595386239275,,,13.595385542828959
TCS,Mar 2024,50.944313673485176,60.2081007004365,0.0886406082507266,87.09511568123393,50429.0,10.463614801716602,7.871172131953608,8.618771612987096,26.690688396923118
TORNTPHARM,Mar 2024,24.154025670945156,23.533737819452107,0.5866394399066511,9.926553672316384,3106.0,6.932744476678732,30.591457402327848,30.391879544001377,31.3944817300522
TRENT,Mar 2024,36.30776794493609,22.33293248582718,0.4309242871189774,8.043478260869565,841.0,36.30691600183056,73.11367578503176,69.52182030724354,15.927272727272726
